id,grade,level,families,solution_len,answer,task_text
8-A2-19-L2-g,8,2,fraction_of_number,50,$3$,Вычислите: $\d\frac{24}{7}-\d\frac{3}{7}$.
8-A2-21-L2-g,8,2,fraction_of_number,50,$6$,Вычислите: $\d\frac{56}{9}-\d\frac{2}{9}$.
8-A2-24-L2-g,8,2,fraction_of_number,50,$5$,Вычислите: $\d\frac{41}{8}-\d\frac{1}{8}$.
8-A2-25-L2-g,8,2,fraction_of_number,53,$3$,Вычислите: $\d\frac{38}{11}-\d\frac{5}{11}$.
8-A2-27-L2-g,8,2,fraction_of_number,53,$6$,Вычислите: $\d\frac{63}{10}-\d\frac{3}{10}$.
8-A2-28-L2-g,8,2,fraction_of_number,34,$2$,Вычислите: $\d\frac{9}{4}-\d\frac{2}{8}$.
8-A1-1-L3-gtop2,8,3,quadratic_basic,60,"$x_1=2, x_2=6$",Решите уравнение: $x^2-8x+12=0$.
8-A1-2-L3-gtop2,8,3,quadratic_basic,59,"$x_1=4, x_2=2$",Решите уравнение: $x^2-6x+8=0$.
8-A1-3-L3-gtop2,8,3,quadratic_basic,63,"$x_1=5, x_2=-7$",Решите уравнение: $x^2+2x-35=0$.
8-A1-4-L6-g678,8,6,quadratic_basic,112,3;4,Решите уравнение: $x^2 - 7x + 12 = 0$.
8-A1-7-L6-gf,8,6,quadratic_basic,198,7,Найдите сумму корней уравнения $x^2 - 7x + 10 = 0$.
8-A1-1-L7-gh2,8,7,quadratic_basic,3553,"$a=0$, $a=2$","Найдите все значения параметра $a$, при которых уравнение $x^2 - (a+2)x + 2a = 0$ имеет два различных корня, и оба корня являются целыми числами."
8-A2-1-L1-g,8,1,quadratic_basic,61,"$x_1=8, x_2=6$",Решите уравнение: $x^2-14x+48=0$.
8-A2-10-L1-g,8,1,quadratic_basic,60,"$x_1=5, x_2=4$",Решите уравнение: $x^2-9x+20=0$.
8-A2-12-L1-g,8,1,quadratic_basic,61,"$x_1=4, x_2=6$",Решите уравнение: $x^2-10x+24=0$.
8-A2-6-L1-g,8,1,quadratic_basic,61,"$x_1=8, x_2=2$",Решите уравнение: $x^2-10x+16=0$.
8-A2-9-L1-g,8,1,quadratic_basic,61,"$x_1=9, x_2=8$",Решите уравнение: $x^2-17x+72=0$.
8-A2-13-L2-g,8,2,quadratic_basic,59,"$x_1=3, x_2=1$",Решите уравнение: $x^2-4x+3=0$.
8-A2-15-L2-g,8,2,quadratic_basic,61,"$x_1=9, x_2=6$",Решите уравнение: $x^2-15x+54=0$.
8-A2-16-L2-g,8,2,quadratic_basic,61,"$x_1=9, x_2=5$",Решите уравнение: $x^2-14x+45=0$.
8-A2-17-L2-g,8,2,quadratic_basic,61,"$x_1=7, x_2=4$",Решите уравнение: $x^2-11x+28=0$.
8-A2-20-L2-g,8,2,quadratic_basic,61,"$x_1=8, x_2=7$",Решите уравнение: $x^2-15x+56=0$.
8-A2-22-L2-g,8,2,quadratic_basic,61,"$x_1=5, x_2=7$",Решите уравнение: $x^2-12x+35=0$.
8-A2-23-L2-g,8,2,quadratic_basic,61,"$x_1=9, x_2=3$",Решите уравнение: $x^2-12x+27=0$.
8-A2-26-L2-g,8,2,quadratic_basic,61,"$x_1=3, x_2=8$",Решите уравнение: $x^2-11x+24=0$.
8-A2-1-L3-g2,8,3,quadratic_basic,130,$74$,"Корни уравнения $x^2-12x+35=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-2-L3-g2,8,3,quadratic_basic,130,$68$,"Корни уравнения $x^2-10x+16=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-3-L3-g2,8,3,quadratic_basic,132,$113$,"Корни уравнения $x^2-15x+56=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-4-L3-g2,8,3,quadratic_basic,133,$80$,"Корни уравнения $x^2+4x-32=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-5-L3-g2,8,3,quadratic_basic,129,$17$,"Корни уравнения $x^2+3x-4=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-10-L4-g2,8,4,quadratic_basic,124,$2$,"Корни уравнения $x^2+0x-1=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-6-L4-g2,8,4,quadratic_basic,128,$37$,"Корни уравнения $x^2-5x-6=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-7-L4-g2,8,4,quadratic_basic,130,$73$,"Корни уравнения $x^2-5x-24=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-8-L4-g2,8,4,quadratic_basic,132,$117$,"Корни уравнения $x^2-15x+54=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-9-L4-g2,8,4,quadratic_basic,128,$65$,"Корни уравнения $x^2-7x-8=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-11-L5-g2,8,5,quadratic_basic,123,$10$,"Корни уравнения $x^2-4x+3=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-12-L5-g2,8,5,quadratic_basic,126,$25$,"Корни уравнения $x^2-7x+12=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-13-L5-g2,8,5,quadratic_basic,129,$45$,"Корни уравнения $x^2-3x-18=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-14-L5-g2,8,5,quadratic_basic,126,$41$,"Корни уравнения $x^2-9x+20=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-15-L5-g2,8,5,quadratic_basic,130,$65$,"Корни уравнения $x^2-11x+28=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-A2-1-L7-g678,8,7,quadratic_basic,589,"a = 3, a = 7","Найдите все целые значения параметра $a$, при которых уравнение $x^2 - (a+5)x + 5a + 1 = 0$ имеет целые корни."
8-A2-2-L7-g678,8,7,quadratic_basic,1106,9,Пусть $x_1$ и $x_2$ — корни уравнения $x^2 - 3x + 1 = 0$. Найдите значение выражения $\frac{x_1^2}{x_2} + \frac{x_2^2}{x_1}$.
8-A2-4-L7-g678,8,7,quadratic_basic,2439,$-a-b$,"Пусть $x_1$ и $x_2$ — корни уравнения $x^2+ax+bc=0$, а $x_2$ и $x_3$ — корни уравнения $x^2+bx+ac=0$. Известно, что $a$, $b$, $c$ — попарно различные ненулевые числа, и $x_1x_2x_3 \neq 0$. Найдите $x_1+x_3$."
8-A2-2-L8-g678,8,8,quadratic_basic,499,Таких троек нет.,"Найдите все тройки целых чисел $(a,b,c)$ такие, что числа $a$, $b$, $c$ попарно различны и являются корнями квадратного трёхчлена $x^2+px+q$ (с действительными коэффициентами) при некотором выборе $p$ и $q$."
8-A2-3-L8-g678,8,8,quadratic_basic,2946,"$(1, 3)$, $(5, 3)$, $(2, 4)$, $(4, 4)$","Найдите все пары целых чисел $(x, y)$, удовлетворяющие уравнению $x^2 + y^2 + xy = 7x + 8y + 9$."
8-A3-1-L1-g2,8,1,quadratic_basic,49,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=96$ имеет корень $x=4$?
8-A3-2-L1-g2,8,1,quadratic_basic,48,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=5$ имеет корень $x=1$?
8-A3-3-L1-g2,8,1,quadratic_basic,49,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=54$ имеет корень $x=3$?
8-A3-4-L1-g2,8,1,quadratic_basic,49,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=16$ имеет корень $x=2$?
8-A3-5-L1-g2,8,1,quadratic_basic,50,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=486$ имеет корень $x=9$?
8-A3-10-L2-g2,8,2,quadratic_basic,49,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=64$ имеет корень $x=4$?
8-A3-6-L2-g2,8,2,quadratic_basic,50,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=245$ имеет корень $x=7$?
8-A3-7-L2-g2,8,2,quadratic_basic,49,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=98$ имеет корень $x=7$?
8-A3-8-L2-g2,8,2,quadratic_basic,50,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=150$ имеет корень $x=5$?
8-A3-9-L2-g2,8,2,quadratic_basic,50,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=216$ имеет корень $x=6$?
8-A3-11-L3-g2,8,3,quadratic_basic,50,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=144$ имеет корень $x=6$?
8-A3-12-L3-g2,8,3,quadratic_basic,49,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=72$ имеет корень $x=6$?
8-A3-13-L3-g2,8,3,quadratic_basic,48,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=8$ имеет корень $x=2$?
8-A3-14-L3-g2,8,3,quadratic_basic,49,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=12$ имеет корень $x=2$?
8-A3-15-L3-g2,8,3,quadratic_basic,50,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=108$ имеет корень $x=6$?
8-A3-16-L4-g2,8,4,quadratic_basic,48,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=6$ имеет корень $x=1$?
8-A3-17-L4-g2,8,4,quadratic_basic,50,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=147$ имеет корень $x=7$?
8-A3-18-L4-g2,8,4,quadratic_basic,48,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=2$ имеет корень $x=1$?
8-A3-19-L4-g2,8,4,quadratic_basic,49,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=36$ имеет корень $x=3$?
8-A3-20-L4-g2,8,4,quadratic_basic,50,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=128$ имеет корень $x=8$?
8-A3-21-L5-g2,8,5,quadratic_basic,50,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=196$ имеет корень $x=7$?
8-A3-22-L5-g2,8,5,quadratic_basic,50,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=100$ имеет корень $x=5$?
8-A3-23-L5-g2,8,5,quadratic_basic,49,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=80$ имеет корень $x=4$?
8-A3-24-L5-g2,8,5,quadratic_basic,50,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=256$ имеет корень $x=8$?
8-A3-25-L5-g2,8,5,quadratic_basic,49,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=45$ имеет корень $x=3$?
8-A3-1-L7-gh4,8,7,crt_basic,923,$37$,"На доске было записано четырехзначное число. Хулиган Петя на перемене стер у числа две соседние цифры, так что на доске осталось число 34. Отличник Вася пытается восстановить число, зная, что оно при делении на 3 дает остаток 2, а при делении на 5 — остаток 4. Сколько подходящих чисел найдет Вася, е"
8-A3-1-L8-gh4,8,8,quadratic_basic,1095,$a = -1$ или $a = 3$,"Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-1)x + a = 0$ имеет два различных действительных корня, и при этом корни являются целыми числами."
8-A3-1-L8-gh5,8,8,quadratic_basic,3164,$a \in ( -1; 2] \cup [4; 5)$,"Найдите все значения параметра $a$, при которых уравнение $x^2 - 2(a-1)x + a + 5 = 0$ имеет два различных корня, и при этом оба корня принадлежат отрезку $[0, 4]$."
8-A3-2-L8-gh5,8,8,quadratic_basic,3775,"$a \in (-\infty, -2) \cup (4, +\infty)$","Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-2)x + a = 0$ имеет два различных корня, и при этом один из корней меньше $1$, а другой больше $2$."
8-A3-3-L8-gh5,8,8,quadratic_basic,647,$a=0$ или $a=8$,"Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-2)x + a = 0$ имеет два различных целых корня."
8-A3-4-L8-gh5,8,8,quadratic_basic,3362,$a = 1$,"Найдите все значения параметра $a$, при которых уравнение $(x^2 - 2x + a)(x^2 - 2x + 3a) = 0$ имеет ровно три различных корня."
8-B1-1-L6-g678,8,6,fraction_of_number,27,$21$,От числа $105$ взяли его $\d\frac{1}{5}$. Какое число получили?
8-B1-3-L6-g678,8,6,fraction_of_number,27,$55$,От числа $222$ взяли его $\d\frac{1}{4}$. Какое число получили?
8-B1-4-L6-g678,8,6,fraction_of_number,27,$47$,От числа $238$ взяли его $\d\frac{1}{5}$. Какое число получили?
8-G6-6-g,8,5,fraction_of_number,50,Верно; равенство при $a=b=c$,"Для $a,b,c>0$ докажите $\d\frac{a^2}{b}+\d\frac{b^2}{c}+\d\frac{c^2}{a}\ge a+b+c$."
8-B2-1-L6-g678,8,6,fraction_of_number,27,$96$,От числа $289$ взяли его $\d\frac{1}{3}$. Какое число получили?
8-B2-2-L6-g678,8,6,fraction_of_number,26,$46$,От числа $93$ взяли его $\d\frac{1}{2}$. Какое число получили?
8-B2-4-L6-g678,8,6,fraction_of_number,80,$30$ руб.,"У Васи было $60$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{4}$ остатка. Сколько рублей осталось?"
8-B2-4-L8-g678,8,8,quadratic_basic,899,1,Найдите наименьшее значение выражения $\frac{(x^2+1)(y^2+1)}{(x+y)^2}$ для положительных действительных чисел $x$ и $y$.
8-B3-1-L1-g3,8,1,fraction_of_number,48,$2$,Вычислите значение выражения $\d\frac{3}{3}+\d\frac{3}{3}$.
8-B3-3-L1-g3,8,1,fraction_of_number,48,$1$,Вычислите значение выражения $\d\frac{2}{4}+\d\frac{2}{4}$.
8-B3-1-L2-g3,8,2,fraction_of_number,52,$1$,Вычислите значение выражения $\d\frac{4}{12}+\d\frac{8}{12}$.
8-G6-3-g,8,3,fraction_of_number,45,$4$,Для $x>0$ найдите наименьшее значение $x+\d\frac{4}{x}$.
8-B3-2-L6-g678,8,6,fraction_of_number,27,$63$,От числа $189$ взяли его $\d\frac{1}{3}$. Какое число получили?
8-B3-4-L6-g678,8,6,fraction_of_number,28,$110$,От числа $220$ взяли его $\d\frac{1}{2}$. Какое число получили?
8-B3-1-L8-g678,8,8,quadratic_basic,418,3,"Найдите наименьшее значение выражения $\frac{x^2+xy+y^2}{xy}$ для положительных действительных чисел $x$ и $y$, удовлетворяющих условию $x^3+y^3=2$."
8-C1-1-L7-gh5,8,7,quadratic_basic,2483,"(2,1) и (1,2)","Найдите все пары натуральных чисел $(x,y)$, удовлетворяющие системе уравнений: $\begin{cases} x^2 + y^2 = 2xy + 2 \\ x^3 + y^3 = 3xy + 1 \end{cases}$."
8-C1-2-L7-g678,8,7,quadratic_basic,410,"$(2;1),\,(-2;-1),\,(1;2),\,(-1;-2)$",Решите систему уравнений: $\begin{cases} x^2 + xy + y^2 = 7 \\ x^2 - xy + y^2 = 3 \end{cases}$.
8-C1-1-L8-gh2,8,8,quadratic_basic,968,$(4;3)$ или $(3;4)$,Решите систему уравнений в целых числах: $\begin{cases} x^2 + y^2 = 25 \\ x^3 + y^3 = 91 \end{cases}$.
8-C1-1-L8-gh5,8,8,quadratic_basic,3251,"$(4,3,3)$ и все перестановки","Найдите все тройки целых чисел $(x,y,z)$, удовлетворяющие системе:
$$
\begin{cases}
x^2 + y^2 + z^2 = 2(xy + yz + zx),\\
x + y + z = 10.
\end{cases}
$$"
8-C1-3-L8-gh5,8,8,quadratic_basic,679,"$(1, -1), (-1, 1)$","Найдите все пары целых чисел $(x, y)$, удовлетворяющие системе уравнений: $\begin{cases} x^2 + 2y^2 = 3, \\ x^2 + xy + y^2 = 1. \end{cases}$"
8-D1-1-L1-g2,8,1,quadratic_basic,61,"$x_1=7, x_2=-1$",Решите уравнение: $x^2-6x-7=0$.
8-D1-2-L1-g2,8,1,quadratic_basic,60,"$x_1=3, x_2=6$",Решите уравнение: $x^2-9x+18=0$.
8-D1-4-L1-g2,8,1,quadratic_basic,60,"$x_1=5, x_2=3$",Решите уравнение: $x^2-8x+15=0$.
8-D1-5-L1-g2,8,1,quadratic_basic,60,"$x_1=7, x_2=2$",Решите уравнение: $x^2-9x+14=0$.
8-D1-10-L2-g2,8,2,quadratic_basic,62,"$x_1=7, x_2=-6$",Решите уравнение: $x^2-1x-42=0$.
8-D1-7-L2-g2,8,2,quadratic_basic,63,"$x_1=5, x_2=-6$",Решите уравнение: $x^2+1x-30=0$.
8-D1-8-L2-g2,8,2,quadratic_basic,59,"$x_1=7, x_2=0$",Решите уравнение: $x^2-7x+0=0$.
8-D1-9-L2-g2,8,2,quadratic_basic,62,"$x_1=7, x_2=-5$",Решите уравнение: $x^2-2x-35=0$.
8-D1-11-L3-g2,8,3,quadratic_basic,59,"$x_1=1, x_2=7$",Решите уравнение: $x^2-8x+7=0$.
8-D1-12-L3-g2,8,3,quadratic_basic,62,"$x_1=6, x_2=-3$",Решите уравнение: $x^2-3x-18=0$.
8-D1-13-L3-g2,8,3,quadratic_basic,62,"$x_1=5, x_2=-5$",Решите уравнение: $x^2+0x-25=0$.
8-D1-14-L3-g2,8,3,quadratic_basic,62,"$x_1=6, x_2=-2$",Решите уравнение: $x^2-4x-12=0$.
8-D1-15-L3-g2,8,3,quadratic_basic,62,"$x_1=9, x_2=-5$",Решите уравнение: $x^2-4x-45=0$.
8-D1-17-L4-g2,8,4,quadratic_basic,61,"$x_1=3, x_2=-3$",Решите уравнение: $x^2+0x-9=0$.
8-D1-18-L4-g2,8,4,quadratic_basic,62,"$x_1=9, x_2=-4$",Решите уравнение: $x^2-5x-36=0$.
8-D1-19-L4-g2,8,4,quadratic_basic,62,"$x_1=6, x_2=-5$",Решите уравнение: $x^2-1x-30=0$.
8-D1-3-L7-g678,8,7,quadratic_basic,513,$a = 1$,"Найдите все значения параметра $a$, при которых вершина параболы $y = 2x^2 - 4ax + a^2 + 1$ лежит на прямой $y = 3x - 2$."
8-D1-5-L7-g678,8,7,quadratic_basic,321,$a = 2$,"Найдите все значения параметра $a$, при каждом из которых вершина параболы $y = x^2 - 2ax + a^2 + 1$ лежит на прямой $y = 2x - 3$."
8-D1-4-L8-g678,8,8,quadratic_basic,664,"$a \in [-1, 2] \setminus \{0\}$","Найдите все значения параметра $a$, при которых уравнение $x^2 - 2ax + a^2 - 1 = 0$ имеет два различных корня, и каждый из них принадлежит отрезку $[-2; 3]$."
8-D1-5-L8-g678,8,8,quadratic_basic,812,$a = 0$,"Найдите все значения параметра $a$, при которых ровно одна точка графика функции $y = x^2 - 2ax + a^2 + 2a$ лежит на оси $Ox$."
8-D2-1-L1-g2,8,1,quadratic_basic,126,$40$,"Корни уравнения $x^2-8x+12=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-2-L1-g2,8,1,quadratic_basic,130,$73$,"Корни уравнения $x^2-11x+24=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-3-L1-g2,8,1,quadratic_basic,128,$50$,"Корни уравнения $x^2-6x-7=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-4-L1-g2,8,1,quadratic_basic,130,$100$,"Корни уравнения $x^2-2x-48=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-5-L1-g2,8,1,quadratic_basic,132,$145$,"Корни уравнения $x^2-17x+72=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-10-L2-g2,8,2,quadratic_basic,123,$64$,"Корни уравнения $x^2-8x+0=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-6-L2-g2,8,2,quadratic_basic,131,$106$,"Корни уравнения $x^2-4x-45=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-7-L2-g2,8,2,quadratic_basic,130,$97$,"Корни уравнения $x^2-13x+36=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-8-L2-g2,8,2,quadratic_basic,131,$100$,"Корни уравнения $x^2-14x+48=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-9-L2-g2,8,2,quadratic_basic,128,$98$,"Корни уравнения $x^2+0x-49=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-11-L3-g2,8,3,quadratic_basic,134,$117$,"Корни уравнения $x^2+3x-54=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-12-L3-g2,8,3,quadratic_basic,126,$53$,"Корни уравнения $x^2-9x+14=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-13-L3-g2,8,3,quadratic_basic,130,$85$,"Корни уравнения $x^2-11x+18=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-14-L3-g2,8,3,quadratic_basic,130,$89$,"Корни уравнения $x^2-13x+40=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-15-L3-g2,8,3,quadratic_basic,123,$81$,"Корни уравнения $x^2-9x+0=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-16-L4-g2,8,4,quadratic_basic,134,$106$,"Корни уравнения $x^2+4x-45=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-17-L4-g2,8,4,quadratic_basic,131,$130$,"Корни уравнения $x^2-2x-63=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-18-L4-g2,8,4,quadratic_basic,133,$73$,"Корни уравнения $x^2+5x-24=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-19-L4-g2,8,4,quadratic_basic,130,$80$,"Корни уравнения $x^2-4x-32=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-20-L4-g2,8,4,quadratic_basic,123,$17$,"Корни уравнения $x^2-5x+4=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-21-L5-g2,8,5,quadratic_basic,132,$85$,"Корни уравнения $x^2+1x-42=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-22-L5-g2,8,5,quadratic_basic,129,$65$,"Корни уравнения $x^2-3x-28=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-23-L5-g2,8,5,quadratic_basic,130,$90$,"Корни уравнения $x^2-12x+27=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-24-L5-g2,8,5,quadratic_basic,130,$61$,"Корни уравнения $x^2-11x+30=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-25-L5-g2,8,5,quadratic_basic,130,$80$,"Корни уравнения $x^2-12x+32=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
8-D2-3-L7-g678,8,7,quadratic_basic,762,$a=1$,"Найдите все значения параметра $a$, при которых уравнение $|x^2 - 4x + 3| = a$ имеет ровно три различных корня."
8-D2-4-L7-g678,8,7,quadratic_basic,814,1,"Найдите все значения $a$, при которых график функции $y = |x^2 - 4x + 3|$ и прямая $y = a$ имеют ровно три общие точки."
8-D2-4-L8-g678,8,8,quadratic_basic,1235,$a = \frac{3}{2}$,"Найдите все значения параметра $a$, при которых уравнение $|x^2 - 2x - 3| = 2a - 1$ имеет ровно три различных действительных корня."
8-D2-5-L8-g678,8,8,quadratic_basic,4127,$a = -2$ или $a = 2$,"Найдите все значения параметра $a$, при которых уравнение $|x^2 - 4| + |x + a| = 4$ имеет ровно три различных решения."
8-D3-3-L6-g678,8,6,gcd_lcm_basic,94,$6$,Найдите наибольший общий делитель чисел $7^{13}-1$ и $7^{16}-1$.
8-D3-2-L7-g678,8,7,quadratic_basic,772,$a = \frac{9}{4}$,"Найдите все значения параметра $a$, при которых графики функций $y = |x^2 - 3x|$ и $y = a$ имеют ровно три общие точки."
8-D3-4-L7-g678,8,7,quadratic_basic,590,$a = 3$,"Найдите все значения параметра $a$, при которых графики функций $y = x^2 - 4x + 3$ и $y = |x - a|$ имеют ровно три общие точки."
8-D3-1-L8-g678,8,8,quadratic_basic,492,$a = 0$,"Найдите все значения параметра $a$, при которых графики функций $y = x^2 - 2|x| + 1$ и $y = a$ имеют ровно три общие точки."
8-D3-5-L8-g678,8,8,quadratic_basic,541,"Доказать, что $p$ и $q$ не могут быть одновременно нечётными.","На плоскости задана функция $f(x)=x^2+px+q$ с целыми коэффициентами $p$ и $q$. Известно, что график $y=f(x)$ пересекает оси координат в трёх различных целых точках (с целыми координатами). Докажите, что $p$ и $q$ не могут быть одновременно нечётными."
8-E1-3-L6-g678,8,6,gcd_lcm_basic,94,$2$,Найдите наибольший общий делитель чисел $3^{28}-1$ и $3^{29}-1$.
8-F1-5-L8-g678,8,8,domino_tiling,1103,$42 доминошки$,"Доминошки $1 \times 2 $ кладут без наложений на шахматную доску $8 \times 8 $. При этом доминошки могут вылезать за границу доски, но центр каждой доминошки должен лежать строго внутри доски (не на границе). Положите таким образом на доску
 а) хотя бы 40 доминошек;
 б) хотя бы 41 доминошку;
 в) боле"
8-F2-2-L6-g678,8,6,handshake,60,$36$,На конференции $9$ человек пожали друг другу руки. Сколько всего рукопожатий?
8-F2-5-L6-g678,8,6,handshake,11,$66$,На конференции $12$ человек пожали друг другу руки. Сколько рукопожатий?
8-F2-3-L7-g678,8,7,quadratic_basic,3864,"$(3,1)$, $(5,3)$","Найдите все пары натуральных чисел $(x, y)$, для которых $x^2 + 2y^2 = 2xy + 4y + 3$."
8-F2-5-L7-g678,8,7,quadratic_basic,447,"$(1,1), (-1,-1), (3,1), (-3,-1)$","Найдите все пары целых чисел $(x, y)$, удовлетворяющие уравнению $x^2 - 4xy + 5y^2 = 2$."
8-F2-1-L8-g678,8,8,quadratic_basic,1488,"$(1, 5)$, $(1, 1)$, $(3, 5)$, $(3, 1)$","Найдите все пары целых чисел $(x, y)$, удовлетворяющих уравнению $x^2 + y^2 = 4x + 6y + 3$."
8-F2-2-L8-g678,8,8,quadratic_basic,964,"$(1,1,1)$, $(1,1,2)$, $(1,2,1)$, $(2,1,1)$","Найдите все тройки натуральных чисел $(x,y,z)$, для которых выполнено равенство $x^2 + y^2 + z^2 = 3xyz$."
8-F2-3-L8-g678,8,8,quadratic_basic,1897,"$(0,2), (2,0), (2,2), (0,0)$","Найдите все пары целых чисел $(x,y)$, удовлетворяющие уравнению $x^2 + y^2 = 2x + 2y + 2$."
8-F3-1-L6-gh2,8,6,socks_pigeonhole,32,$14$,"В мешке носки $13$ цветов. Сколько вытащить, чтобы была пара одного цвета?"
8-F3-3-L6-g678,8,6,socks_pigeonhole,32,$11$,"В мешке носки $10$ цветов. Сколько вытащить, чтобы была пара одного цвета?"
8-F3-4-L6-g678,8,6,socks_pigeonhole,65,$7$,"В мешке носки $6$ цветов (поровну). Какое наименьшее число носков нужно вытащить, чтобы гарантированно была пара одного цвета?"
8-F3-1-L7-g678,8,7,quadratic_basic,3390,"$(1,1,1)$ и $(1,1,2)$ и их перестановки","Найдите все тройки натуральных чисел $(x, y, z)$ такие, что $x^2 + y^2 + z^2 = 3xyz$."
8-F3-5-L8-g678,8,8,quadratic_basic,454,1,"Найдите наибольшее целое число $a$, для которого существует целое $x$ такое, что число $x^2 + ax + 1$ делится на $x^2 + x + 1$."
8-G2-1-L6-g678,8,6,domino_tiling,70,нет,Прямоугольник $3\times3$ без двух противоположных углов. Можно ли замостить доминошками?
8-G2-2-L6-g678,8,6,domino_tiling,21,нет,Можно ли прямоугольник $3\times5$ замостить доминошками $1\times2$?
8-G2-3-L6-g678,8,6,domino_tiling,124,нет,Можно ли покрыть шахматную доску $8\times8$ без одной угловой клетки доминошками $1\times2$?
8-G2-4-L6-g678,8,6,domino_tiling,70,нет,Прямоугольник $3\times4$ без двух противоположных углов. Можно ли замостить доминошками?
8-G2-5-L6-g678,8,6,domino_tiling,70,нет,Прямоугольник $4\times3$ без двух противоположных углов. Можно ли замостить доминошками?
